label,mf_thresh,ef_thresh,mf_extra_pct,ef_extra_pct,cfd_entry_thresh,total_injected_usd,total_gold_deployed,final_oz,avg_cost_usd,last_price,gold_value_usd,dca_cash_usd,cfd_capital_usd,total_assets_usd,total_return_usd,return_pct,n_buys,n_weekly_buys,n_mod_fear_buys,n_ext_fear_buys,n_sells,total_sell_proceeds,cfd_n_trades,cfd_n_tp,cfd_n_sl,cfd_win_rate_pct,cfd_pnl_usd
mf35_ef20_mp0.75_ep17.5_cfd30,35,20,0.75,17.5,30,13000.0,13724.31,3.6744,2421.94,4319.19,15870.61,2976.74,1721.79,20569.15,7569.15,58.22,314,226,63,25,41,4701.05,6,4,2,66.7,721.79
mf40_ef20_mp1.00_ep15.0_cfd25,40,20,1.0,15.0,25,13000.0,13542.75,3.6125,2393.52,4319.19,15603.17,3276.85,1680.83,20560.85,7560.85,58.16,314,212,77,25,41,4819.61,16,7,8,43.8,680.83
mf35_ef20_mp1.25_ep15.0_cfd25,35,20,1.25,15.0,25,13000.0,13478.59,3.6139,2399.09,4319.19,15609.26,3259.55,1680.83,20549.63,7549.63,58.07,314,226,63,25,41,4738.13,16,7,8,43.8,680.83
mf40_ef20_mp1.25_ep12.5_cfd30,40,20,1.25,12.5,30,13000.0,13159.75,3.5099,2368.81,4319.19,15160.0,3663.98,1721.79,20545.77,7545.77,58.04,314,212,77,25,41,4823.73,6,4,2,66.7,721.79
mf45_ef20_mp1.00_ep12.5_cfd30,45,20,1.0,12.5,30,13000.0,13186.99,3.5203,2370.21,4319.19,15204.81,3617.0,1721.79,20543.59,7543.59,58.03,314,198,91,25,41,4803.99,6,4,2,66.7,721.79
mf35_ef20_mp1.00_ep20.0_cfd40,35,20,1.0,20.0,40,13000.0,14325.81,3.8429,2437.28,4319.19,16598.06,2469.37,1474.51,20541.94,7541.94,58.01,314,226,63,25,41,4795.18,3,3,0,100.0,474.51
mf40_ef20_mp1.00_ep12.5_cfd35,40,20,1.0,12.5,35,13000.0,12928.05,3.4484,2370.47,4319.19,14894.11,3804.47,1835.91,20534.49,7534.49,57.96,314,212,77,25,41,4732.52,4,4,0,100.0,835.91
mf40_ef20_mp0.75_ep20.0_cfd40,40,20,0.75,20.0,40,13000.0,14350.56,3.8346,2433.43,4319.19,16562.53,2497.79,1474.51,20534.84,7534.84,57.96,314,212,77,25,41,4848.36,3,3,0,100.0,474.51
mf45_ef20_mp0.75_ep15.0_cfd25,45,20,0.75,15.0,25,13000.0,13511.82,3.6064,2394.57,4319.19,15576.93,3275.33,1680.83,20533.08,7533.08,57.95,314,198,91,25,41,4787.14,16,7,8,43.8,680.83
mf35_ef20_mp1.25_ep12.5_cfd35,35,20,1.25,12.5,35,13000.0,12870.82,3.4518,2375.81,4319.19,14908.93,3783.82,1835.91,20528.66,7528.66,57.91,314,226,63,25,41,4654.65,4,4,0,100.0,835.91
mf35_ef20_mp0.75_ep17.5_cfd25,35,20,0.75,17.5,25,13000.0,13724.31,3.6744,2421.94,4319.19,15870.61,2976.74,1680.83,20528.18,7528.18,57.91,314,226,63,25,41,4701.05,16,7,8,43.8,680.83
mf35_ef20_mp0.75_ep15.0_cfd35,35,20,0.75,15.0,35,13000.0,13164.27,3.523,2401.02,4319.19,15216.49,3467.85,1835.91,20520.24,7520.24,57.85,314,226,63,25,41,4632.11,4,4,0,100.0,835.91
mf35_ef20_mp2.00_ep10.0_cfd30,35,20,2.0,10.0,30,13000.0,12742.85,3.4294,2349.87,4319.19,14812.43,3986.04,1721.79,20520.25,7520.25,57.85,314,226,63,25,41,4728.88,6,4,2,66.7,721.79
mf35_ef20_mp1.50_ep12.5_cfd30,35,20,1.5,12.5,30,13000.0,13044.71,3.5015,2375.5,4319.19,15123.73,3667.45,1721.79,20512.97,7512.97,57.79,314,226,63,25,41,4712.16,6,4,2,66.7,721.79
mf40_ef20_mp1.25_ep12.5_cfd25,40,20,1.25,12.5,25,13000.0,13159.75,3.5099,2368.81,4319.19,15160.0,3663.98,1680.83,20504.81,7504.81,57.73,314,212,77,25,41,4823.73,16,7,8,43.8,680.83
mf40_ef20_mp1.00_ep17.5_cfd40,40,20,1.0,17.5,40,13000.0,14066.65,3.7546,2413.14,4319.19,16216.92,2813.93,1474.51,20505.35,7505.35,57.73,314,212,77,25,41,4880.58,3,3,0,100.0,474.51
mf45_ef20_mp1.00_ep12.5_cfd25,45,20,1.0,12.5,25,13000.0,13186.99,3.5203,2370.21,4319.19,15204.81,3617.0,1680.83,20502.63,7502.63,57.71,314,198,91,25,41,4803.99,16,7,8,43.8,680.83
mf35_ef20_mp1.00_ep15.0_cfd30,35,20,1.0,15.0,30,13000.0,13323.96,3.5692,2400.04,4319.19,15415.95,3362.0,1721.79,20499.74,7499.74,57.69,314,226,63,25,41,4685.96,6,4,2,66.7,721.79
mf45_ef20_mp0.75_ep12.5_cfd35,45,20,0.75,12.5,35,13000.0,12888.73,3.4402,2372.17,4319.19,14859.01,3804.09,1835.91,20499.0,7499.0,57.68,314,198,91,25,41,4692.81,4,4,0,100.0,835.91
mf45_ef20_mp1.25_ep10.0_cfd30,45,20,1.25,10.0,30,13000.0,12817.99,3.4242,2345.13,4319.19,14789.82,3981.93,1721.79,20493.54,7493.54,57.64,314,198,91,25,41,4799.92,6,4,2,66.7,721.79
mf35_ef20_mp1.25_ep17.5_cfd40,35,20,1.25,17.5,40,13000.0,13997.51,3.7546,2418.81,4319.19,16216.85,2799.33,1474.51,20490.69,7490.69,57.62,314,226,63,25,41,4796.84,3,3,0,100.0,474.51
mf40_ef20_mp0.75_ep15.0_cfd30,40,20,0.75,15.0,30,13000.0,13332.43,3.5565,2396.03,4319.19,15361.25,3401.48,1721.79,20484.52,7484.52,57.57,314,212,77,25,41,4733.92,6,4,2,66.7,721.79
mf45_ef20_mp0.75_ep17.5_cfd40,45,20,0.75,17.5,40,13000.0,14040.73,3.7497,2413.81,4319.19,16195.46,2811.96,1474.51,20481.93,7481.93,57.55,314,198,91,25,41,4852.7,3,3,0,100.0,474.51
mf40_ef20_mp2.00_ep10.0_cfd40,40,20,2.0,10.0,40,13000.0,13207.59,3.5232,2340.88,4319.19,15217.58,3786.9,1474.51,20478.99,7478.99,57.53,314,212,77,25,41,4994.49,3,3,0,100.0,474.51
mf35_ef20_mp2.00_ep10.0_cfd25,35,20,2.0,10.0,25,13000.0,12742.85,3.4294,2349.87,4319.19,14812.43,3986.04,1680.83,20479.29,7479.29,57.53,314,226,63,25,41,4728.88,16,7,8,43.8,680.83
mf35_ef20_mp1.50_ep12.5_cfd25,35,20,1.5,12.5,25,13000.0,13044.71,3.5015,2375.5,4319.19,15123.73,3667.45,1680.83,20472.0,7472.0,57.48,314,226,63,25,41,4712.16,16,7,8,43.8,680.83
mf45_ef20_mp1.00_ep15.0_cfd40,45,20,1.0,15.0,40,13000.0,13773.18,3.6768,2391.47,4319.19,15880.66,3115.68,1474.51,20470.85,7470.85,57.47,314,198,91,25,41,4888.86,3,3,0,100.0,474.51
mf40_ef20_mp1.50_ep10.0_cfd30,40,20,1.5,10.0,30,13000.0,12724.34,3.3952,2342.29,4319.19,14664.59,4084.1,1721.79,20470.48,7470.48,57.47,314,212,77,25,41,4808.45,6,4,2,66.7,721.79
mf40_ef20_mp1.25_ep15.0_cfd40,40,20,1.25,15.0,40,13000.0,13745.58,3.6665,2391.08,4319.19,15836.38,3157.1,1474.51,20467.99,7467.99,57.45,314,212,77,25,41,4902.68,3,3,0,100.0,474.51
mf35_ef20_mp0.75_ep20.0_cfd40,35,20,0.75,20.0,40,13000.0,14204.08,3.8066,2439.42,4319.19,16441.57,2546.04,1474.51,20462.12,7462.12,57.4,314,226,63,25,41,4750.12,3,3,0,100.0,474.51
mf35_ef20_mp1.00_ep15.0_cfd25,35,20,1.0,15.0,25,13000.0,13323.96,3.5692,2400.04,4319.19,15415.95,3362.0,1680.83,20458.78,7458.78,57.38,314,226,63,25,41,4685.96,16,7,8,43.8,680.83
mf35_ef20_mp2.00_ep12.5_cfd40,35,20,2.0,12.5,40,13000.0,13375.02,3.5961,2374.91,4319.19,15532.24,3446.03,1474.51,20452.78,7452.78,57.33,314,226,63,25,41,4821.05,3,3,0,100.0,474.51
mf45_ef20_mp1.25_ep10.0_cfd25,45,20,1.25,10.0,25,13000.0,12817.99,3.4242,2345.13,4319.19,14789.82,3981.93,1680.83,20452.57,7452.57,57.33,314,198,91,25,41,4799.92,16,7,8,43.8,680.83
mf40_ef20_mp1.25_ep10.0_cfd35,40,20,1.25,10.0,35,13000.0,12466.71,3.3269,2343.09,4319.19,14369.41,4242.47,1835.91,20447.78,7447.78,57.29,314,212,77,25,41,4709.18,4,4,0,100.0,835.91
mf45_ef20_mp1.25_ep12.5_cfd40,45,20,1.25,12.5,40,13000.0,13471.15,3.5966,2368.24,4319.19,15534.24,3439.55,1474.51,20448.3,7448.3,57.29,314,198,91,25,41,4910.71,3,3,0,100.0,474.51
mf40_ef20_mp0.75_ep15.0_cfd25,40,20,0.75,15.0,25,13000.0,13332.43,3.5565,2396.03,4319.19,15361.25,3401.48,1680.83,20443.56,7443.56,57.26,314,212,77,25,41,4733.92,16,7,8,43.8,680.83
mf45_ef20_mp1.00_ep10.0_cfd35,45,20,1.0,10.0,35,13000.0,12490.06,3.3363,2345.96,4319.19,14410.29,4190.02,1835.91,20436.22,7436.22,57.2,314,198,91,25,41,4680.08,4,4,0,100.0,835.91
mf35_ef20_mp1.50_ep15.0_cfd40,35,20,1.5,15.0,40,13000.0,13628.39,3.6573,2398.15,4319.19,15796.73,3160.35,1474.51,20431.6,7431.6,57.17,314,226,63,25,41,4788.74,3,3,0,100.0,474.51
mf40_ef20_mp1.50_ep10.0_cfd25,40,20,1.5,10.0,25,13000.0,12724.34,3.3952,2342.29,4319.19,14664.59,4084.1,1680.83,20429.52,7429.52,57.15,314,212,77,25,41,4808.45,16,7,8,43.8,680.83
mf35_ef20_mp1.00_ep12.5_cfd35,35,20,1.0,12.5,35,13000.0,12690.64,3.4003,2376.16,4319.19,14686.53,3904.2,1835.91,20426.64,7426.64,57.13,314,226,63,25,41,4594.84,4,4,0,100.0,835.91
mf35_ef20_mp1.50_ep10.0_cfd35,35,20,1.5,10.0,35,13000.0,12355.45,3.3198,2349.18,4319.19,14338.89,4245.94,1835.91,20420.74,7420.74,57.08,314,226,63,25,41,4601.4,4,4,0,100.0,835.91
mf40_ef20_mp1.00_ep12.5_cfd30,40,20,1.0,12.5,30,13000.0,12928.05,3.4484,2370.47,4319.19,14894.11,3804.47,1721.79,20420.38,7420.38,57.08,314,212,77,25,41,4732.52,6,4,2,66.7,721.79
mf40_ef20_mp1.50_ep12.5_cfd40,40,20,1.5,12.5,40,13000.0,13382.48,3.5691,2367.23,4319.19,15415.45,3529.16,1474.51,20419.11,7419.11,57.07,314,212,77,25,41,4911.64,3,3,0,100.0,474.51
mf35_ef20_mp1.25_ep12.5_cfd30,35,20,1.25,12.5,30,13000.0,12870.82,3.4518,2375.81,4319.19,14908.93,3783.82,1721.79,20414.54,7414.54,57.03,314,226,63,25,41,4654.65,6,4,2,66.7,721.79
mf45_ef20_mp1.50_ep10.0_cfd40,45,20,1.5,10.0,40,13000.0,13129.25,3.5076,2344.25,4319.19,15149.93,3784.88,1474.51,20409.32,7409.32,56.99,314,198,91,25,41,4914.13,3,3,0,100.0,474.51
mf35_ef20_mp1.00_ep17.5_cfd40,35,20,1.0,17.5,40,13000.0,13862.9,3.7151,2420.36,4319.19,16046.16,2886.64,1474.51,20407.31,7407.31,56.98,314,226,63,25,41,4749.54,3,3,0,100.0,474.51
mf35_ef20_mp0.75_ep15.0_cfd30,35,20,0.75,15.0,30,13000.0,13164.27,3.523,2401.02,4319.19,15216.49,3467.85,1721.79,20406.12,7406.12,56.97,314,226,63,25,41,4632.11,6,4,2,66.7,721.79
mf40_ef20_mp0.75_ep12.5_cfd35,40,20,0.75,12.5,35,13000.0,12686.78,3.3842,2372.2,4319.19,14617.06,3950.94,1835.91,20403.91,7403.91,56.95,314,212,77,25,41,4637.72,4,4,0,100.0,835.91
mf40_ef20_mp0.75_ep17.5_cfd40,40,20,0.75,17.5,40,13000.0,13880.57,3.7049,2416.41,4319.19,16002.33,2920.12,1474.51,20396.96,7396.96,56.9,314,212,77,25,41,4800.69,3,3,0,100.0,474.51
mf45_ef20_mp0.75_ep12.5_cfd30,45,20,0.75,12.5,30,13000.0,12888.73,3.4402,2372.17,4319.19,14859.01,3804.09,1721.79,20384.88,7384.88,56.81,314,198,91,25,41,4692.81,6,4,2,66.7,721.79
mf40_ef20_mp1.00_ep12.5_cfd25,40,20,1.0,12.5,25,13000.0,12928.05,3.4484,2370.47,4319.19,14894.11,3804.47,1680.83,20379.41,7379.41,56.76,314,212,77,25,41,4732.52,16,7,8,43.8,680.83
mf35_ef20_mp1.25_ep12.5_cfd25,35,20,1.25,12.5,25,13000.0,12870.82,3.4518,2375.81,4319.19,14908.93,3783.82,1680.83,20373.58,7373.58,56.72,314,226,63,25,41,4654.65,16,7,8,43.8,680.83
mf35_ef20_mp0.75_ep15.0_cfd25,35,20,0.75,15.0,25,13000.0,13164.27,3.523,2401.02,4319.19,15216.49,3467.85,1680.83,20365.16,7365.16,56.66,314,226,63,25,41,4632.11,16,7,8,43.8,680.83
mf40_ef20_mp1.00_ep15.0_cfd40,40,20,1.0,15.0,40,13000.0,13542.75,3.6125,2393.52,4319.19,15603.17,3276.85,1474.51,20354.53,7354.53,56.57,314,212,77,25,41,4819.61,3,3,0,100.0,474.51
mf35_ef20_mp1.25_ep15.0_cfd40,35,20,1.25,15.0,40,13000.0,13478.59,3.6139,2399.09,4319.19,15609.26,3259.55,1474.51,20343.32,7343.32,56.49,314,226,63,25,41,4738.13,3,3,0,100.0,474.51
mf45_ef20_mp0.75_ep12.5_cfd25,45,20,0.75,12.5,25,13000.0,12888.73,3.4402,2372.17,4319.19,14859.01,3804.09,1680.83,20343.92,7343.92,56.49,314,198,91,25,41,4692.81,16,7,8,43.8,680.83
mf40_ef20_mp1.25_ep10.0_cfd30,40,20,1.25,10.0,30,13000.0,12466.71,3.3269,2343.09,4319.19,14369.41,4242.47,1721.79,20333.66,7333.66,56.41,314,212,77,25,41,4709.18,6,4,2,66.7,721.79
mf45_ef20_mp0.75_ep15.0_cfd40,45,20,0.75,15.0,40,13000.0,13511.82,3.6064,2394.57,4319.19,15576.93,3275.33,1474.51,20326.76,7326.76,56.36,314,198,91,25,41,4787.14,3,3,0,100.0,474.51
mf35_ef20_mp0.75_ep17.5_cfd40,35,20,0.75,17.5,40,13000.0,13724.31,3.6744,2421.94,4319.19,15870.61,2976.74,1474.51,20321.87,7321.87,56.32,314,226,63,25,41,4701.05,3,3,0,100.0,474.51
mf45_ef20_mp1.00_ep10.0_cfd30,45,20,1.0,10.0,30,13000.0,12490.06,3.3363,2345.96,4319.19,14410.29,4190.02,1721.79,20322.1,7322.1,56.32,314,198,91,25,41,4680.08,6,4,2,66.7,721.79
mf35_ef20_mp0.75_ep12.5_cfd35,35,20,0.75,12.5,35,13000.0,12503.75,3.3469,2376.55,4319.19,14456.03,4028.79,1835.91,20320.72,7320.72,56.31,314,226,63,25,41,4532.54,4,4,0,100.0,835.91
mf35_ef20_mp1.00_ep12.5_cfd30,35,20,1.0,12.5,30,13000.0,12690.64,3.4003,2376.16,4319.19,14686.53,3904.2,1721.79,20312.52,7312.52,56.25,314,226,63,25,41,4594.84,6,4,2,66.7,721.79
mf35_ef20_mp1.25_ep10.0_cfd35,35,20,1.25,10.0,35,13000.0,12150.08,3.2617,2348.9,4319.19,14088.02,4382.97,1835.91,20306.89,7306.89,56.21,314,226,63,25,41,4533.04,4,4,0,100.0,835.91
mf35_ef20_mp1.50_ep10.0_cfd30,35,20,1.5,10.0,30,13000.0,12355.45,3.3198,2349.18,4319.19,14338.89,4245.94,1721.79,20306.62,7306.62,56.2,314,226,63,25,41,4601.4,6,4,2,66.7,721.79
mf40_ef20_mp1.00_ep10.0_cfd35,40,20,1.0,10.0,35,13000.0,12197.33,3.2553,2343.97,4319.19,14060.45,4407.88,1835.91,20304.24,7304.24,56.19,314,212,77,25,41,4605.21,4,4,0,100.0,835.91
mf40_ef20_mp1.25_ep12.5_cfd40,40,20,1.25,12.5,40,13000.0,13159.75,3.5099,2368.81,4319.19,15160.0,3663.98,1474.51,20298.49,7298.49,56.14,314,212,77,25,41,4823.73,3,3,0,100.0,474.51
mf45_ef20_mp1.00_ep12.5_cfd40,45,20,1.0,12.5,40,13000.0,13186.99,3.5203,2370.21,4319.19,15204.81,3617.0,1474.51,20296.31,7296.31,56.13,314,198,91,25,41,4803.99,3,3,0,100.0,474.51
mf40_ef20_mp1.25_ep10.0_cfd25,40,20,1.25,10.0,25,13000.0,12466.71,3.3269,2343.09,4319.19,14369.41,4242.47,1680.83,20292.7,7292.7,56.1,314,212,77,25,41,4709.18,16,7,8,43.8,680.83
mf40_ef20_mp0.75_ep12.5_cfd30,40,20,0.75,12.5,30,13000.0,12686.78,3.3842,2372.2,4319.19,14617.06,3950.94,1721.79,20289.79,7289.79,56.08,314,212,77,25,41,4637.72,6,4,2,66.7,721.79
mf45_ef20_mp1.00_ep10.0_cfd25,45,20,1.0,10.0,25,13000.0,12490.06,3.3363,2345.96,4319.19,14410.29,4190.02,1680.83,20281.14,7281.14,56.01,314,198,91,25,41,4680.08,16,7,8,43.8,680.83
mf35_ef20_mp2.00_ep10.0_cfd40,35,20,2.0,10.0,40,13000.0,12742.85,3.4294,2349.87,4319.19,14812.43,3986.04,1474.51,20272.97,7272.97,55.95,314,226,63,25,41,4728.88,3,3,0,100.0,474.51
mf35_ef20_mp1.00_ep12.5_cfd25,35,20,1.0,12.5,25,13000.0,12690.64,3.4003,2376.16,4319.19,14686.53,3904.2,1680.83,20271.56,7271.56,55.94,314,226,63,25,41,4594.84,16,7,8,43.8,680.83
mf35_ef20_mp1.50_ep10.0_cfd25,35,20,1.5,10.0,25,13000.0,12355.45,3.3198,2349.18,4319.19,14338.89,4245.94,1680.83,20265.66,7265.66,55.89,314,226,63,25,41,4601.4,16,7,8,43.8,680.83
mf35_ef20_mp1.50_ep12.5_cfd40,35,20,1.5,12.5,40,13000.0,13044.71,3.5015,2375.5,4319.19,15123.73,3667.45,1474.51,20265.69,7265.69,55.89,314,226,63,25,41,4712.16,3,3,0,100.0,474.51
mf45_ef20_mp0.75_ep10.0_cfd35,45,20,0.75,10.0,35,13000.0,12144.09,3.2436,2346.77,4319.19,14009.71,4409.96,1835.91,20255.58,7255.58,55.81,314,198,91,25,41,4554.06,4,4,0,100.0,835.91
mf35_ef20_mp1.00_ep15.0_cfd40,35,20,1.0,15.0,40,13000.0,13323.96,3.5692,2400.04,4319.19,15415.95,3362.0,1474.51,20252.46,7252.46,55.79,314,226,63,25,41,4685.96,3,3,0,100.0,474.51
mf40_ef20_mp0.75_ep12.5_cfd25,40,20,0.75,12.5,25,13000.0,12686.78,3.3842,2372.2,4319.19,14617.06,3950.94,1680.83,20248.83,7248.83,55.76,314,212,77,25,41,4637.72,16,7,8,43.8,680.83
mf45_ef20_mp1.25_ep10.0_cfd40,45,20,1.25,10.0,40,13000.0,12817.99,3.4242,2345.13,4319.19,14789.82,3981.93,1474.51,20246.25,7246.25,55.74,314,198,91,25,41,4799.92,3,3,0,100.0,474.51
mf40_ef20_mp0.75_ep15.0_cfd40,40,20,0.75,15.0,40,13000.0,13332.43,3.5565,2396.03,4319.19,15361.25,3401.48,1474.51,20237.24,7237.24,55.67,314,212,77,25,41,4733.92,3,3,0,100.0,474.51
mf40_ef20_mp1.50_ep10.0_cfd40,40,20,1.5,10.0,40,13000.0,12724.34,3.3952,2342.29,4319.19,14664.59,4084.1,1474.51,20223.2,7223.2,55.56,314,212,77,25,41,4808.45,3,3,0,100.0,474.51
mf35_ef20_mp0.75_ep12.5_cfd30,35,20,0.75,12.5,30,13000.0,12503.75,3.3469,2376.55,4319.19,14456.03,4028.79,1721.79,20206.6,7206.6,55.44,314,226,63,25,41,4532.54,6,4,2,66.7,721.79
mf35_ef20_mp1.25_ep10.0_cfd30,35,20,1.25,10.0,30,13000.0,12150.08,3.2617,2348.9,4319.19,14088.02,4382.97,1721.79,20192.77,7192.77,55.33,314,226,63,25,41,4533.04,6,4,2,66.7,721.79
mf40_ef20_mp1.00_ep10.0_cfd30,40,20,1.0,10.0,30,13000.0,12197.33,3.2553,2343.97,4319.19,14060.45,4407.88,1721.79,20190.12,7190.12,55.31,314,212,77,25,41,4605.21,6,4,2,66.7,721.79
mf35_ef20_mp1.00_ep10.0_cfd35,35,20,1.0,10.0,35,13000.0,11936.17,3.2013,2348.7,4319.19,13826.83,4525.05,1835.91,20187.79,7187.79,55.29,314,226,63,25,41,4461.22,4,4,0,100.0,835.91
mf40_ef20_mp1.00_ep12.5_cfd40,40,20,1.0,12.5,40,13000.0,12928.05,3.4484,2370.47,4319.19,14894.11,3804.47,1474.51,20173.09,7173.09,55.18,314,212,77,25,41,4732.52,3,3,0,100.0,474.51
mf45_ef15_mp2.00_ep20.0_cfd20,45,15,2.0,20.0,20,13000.0,12907.89,3.4037,2300.27,4319.19,14701.16,4258.61,1208.6,20168.37,7168.37,55.14,314,198,105,11,41,5166.5,8,2,6,25.0,208.6
mf35_ef20_mp1.25_ep12.5_cfd40,35,20,1.25,12.5,40,13000.0,12870.82,3.4518,2375.81,4319.19,14908.93,3783.82,1474.51,20167.26,7167.26,55.13,314,226,63,25,41,4654.65,3,3,0,100.0,474.51
mf35_ef20_mp0.75_ep12.5_cfd25,35,20,0.75,12.5,25,13000.0,12503.75,3.3469,2376.55,4319.19,14456.03,4028.79,1680.83,20165.64,7165.64,55.12,314,226,63,25,41,4532.54,16,7,8,43.8,680.83
mf35_ef20_mp0.75_ep15.0_cfd40,35,20,0.75,15.0,40,13000.0,13164.27,3.523,2401.02,4319.19,15216.49,3467.85,1474.51,20158.84,7158.84,55.07,314,226,63,25,41,4632.11,3,3,0,100.0,474.51
mf40_ef20_mp0.75_ep10.0_cfd35,40,20,0.75,10.0,35,13000.0,11915.25,3.1804,2344.99,4319.19,13736.6,4580.81,1835.91,20153.32,7153.32,55.03,314,212,77,25,41,4496.06,4,4,0,100.0,835.91
mf35_ef20_mp1.25_ep10.0_cfd25,35,20,1.25,10.0,25,13000.0,12150.08,3.2617,2348.9,4319.19,14088.02,4382.97,1680.83,20151.81,7151.81,55.01,314,226,63,25,41,4533.04,16,7,8,43.8,680.83
mf40_ef20_mp1.00_ep10.0_cfd25,40,20,1.0,10.0,25,13000.0,12197.33,3.2553,2343.97,4319.19,14060.45,4407.88,1680.83,20149.16,7149.16,54.99,314,212,77,25,41,4605.21,16,7,8,43.8,680.83
mf45_ef20_mp0.75_ep10.0_cfd30,45,20,0.75,10.0,30,13000.0,12144.09,3.2436,2346.77,4319.19,14009.71,4409.96,1721.79,20141.46,7141.46,54.93,314,198,91,25,41,4554.06,6,4,2,66.7,721.79
mf45_ef20_mp0.75_ep12.5_cfd40,45,20,0.75,12.5,40,13000.0,12888.73,3.4402,2372.17,4319.19,14859.01,3804.09,1474.51,20137.6,7137.6,54.9,314,198,91,25,41,4692.81,3,3,0,100.0,474.51
mf45_ef15_mp2.00_ep17.5_cfd20,45,15,2.0,17.5,20,13000.0,12718.9,3.3612,2292.56,4319.19,14517.78,4401.9,1208.6,20128.29,7128.29,54.83,314,198,105,11,41,5120.8,8,2,6,25.0,208.6
mf45_ef20_mp0.75_ep10.0_cfd25,45,20,0.75,10.0,25,13000.0,12144.09,3.2436,2346.77,4319.19,14009.71,4409.96,1680.83,20100.5,7100.5,54.62,314,198,91,25,41,4554.06,16,7,8,43.8,680.83
mf40_ef20_mp1.25_ep10.0_cfd40,40,20,1.25,10.0,40,13000.0,12466.71,3.3269,2343.09,4319.19,14369.41,4242.47,1474.51,20086.38,7086.38,54.51,314,212,77,25,41,4709.18,3,3,0,100.0,474.51
mf45_ef15_mp2.00_ep15.0_cfd20,45,15,2.0,15.0,20,13000.0,12517.54,3.3157,2285.33,4319.19,14321.28,4548.19,1208.6,20078.07,7078.07,54.45,314,198,105,11,41,5065.72,8,2,6,25.0,208.6
mf45_ef20_mp1.00_ep10.0_cfd40,45,20,1.0,10.0,40,13000.0,12490.06,3.3363,2345.96,4319.19,14410.29,4190.02,1474.51,20074.82,7074.82,54.42,314,198,91,25,41,4680.08,3,3,0,100.0,474.51
mf35_ef20_mp1.00_ep10.0_cfd30,35,20,1.0,10.0,30,13000.0,11936.17,3.2013,2348.7,4319.19,13826.83,4525.05,1721.79,20073.67,7073.67,54.41,314,226,63,25,41,4461.22,6,4,2,66.7,721.79
mf35_ef20_mp1.00_ep12.5_cfd40,35,20,1.0,12.5,40,13000.0,12690.64,3.4003,2376.16,4319.19,14686.53,3904.2,1474.51,20065.24,7065.24,54.35,314,226,63,25,41,4594.84,3,3,0,100.0,474.51
mf35_ef20_mp0.75_ep10.0_cfd35,35,20,0.75,10.0,35,13000.0,11713.12,3.1382,2348.6,4319.19,13554.56,4672.48,1835.91,20062.95,7062.95,54.33,314,226,63,25,41,4385.6,4,4,0,100.0,835.91
mf35_ef20_mp1.50_ep10.0_cfd40,35,20,1.5,10.0,40,13000.0,12355.45,3.3198,2349.18,4319.19,14338.89,4245.94,1474.51,20059.34,7059.34,54.3,314,226,63,25,41,4601.4,3,3,0,100.0,474.51
mf40_ef20_mp0.75_ep12.5_cfd40,40,20,0.75,12.5,40,13000.0,12686.78,3.3842,2372.2,4319.19,14617.06,3950.94,1474.51,20042.51,7042.51,54.17,314,212,77,25,41,4637.72,3,3,0,100.0,474.51
mf40_ef20_mp0.75_ep10.0_cfd30,40,20,0.75,10.0,30,13000.0,11915.25,3.1804,2344.99,4319.19,13736.6,4580.81,1721.79,20039.2,7039.2,54.15,314,212,77,25,41,4496.06,6,4,2,66.7,721.79
mf35_ef20_mp1.00_ep10.0_cfd25,35,20,1.0,10.0,25,13000.0,11936.17,3.2013,2348.7,4319.19,13826.83,4525.05,1680.83,20032.71,7032.71,54.1,314,226,63,25,41,4461.22,16,7,8,43.8,680.83
mf45_ef15_mp2.00_ep12.5_cfd20,45,15,2.0,12.5,20,13000.0,12300.94,3.2664,2278.71,4319.19,14108.41,4698.24,1208.6,20015.26,7015.26,53.96,314,198,105,11,41,4999.18,8,2,6,25.0,208.6
mf40_ef20_mp0.75_ep10.0_cfd25,40,20,0.75,10.0,25,13000.0,11915.25,3.1804,2344.99,4319.19,13736.6,4580.81,1680.83,19998.24,6998.24,53.83,314,212,77,25,41,4496.06,16,7,8,43.8,680.83
mf45_ef15_mp2.00_ep20.0_cfd40,45,15,2.0,20.0,40,13000.0,12907.89,3.4037,2300.27,4319.19,14701.16,4258.61,1000.0,19959.77,6959.77,53.54,314,198,105,11,41,5166.5,0,0,0,,0.0
mf45_ef15_mp2.00_ep20.0_cfd25,45,15,2.0,20.0,25,13000.0,12907.89,3.4037,2300.27,4319.19,14701.16,4258.61,1000.0,19959.77,6959.77,53.54,314,198,105,11,41,5166.5,0,0,0,,0.0
mf45_ef15_mp2.00_ep20.0_cfd30,45,15,2.0,20.0,30,13000.0,12907.89,3.4037,2300.27,4319.19,14701.16,4258.61,1000.0,19959.77,6959.77,53.54,314,198,105,11,41,5166.5,0,0,0,,0.0
mf45_ef15_mp2.00_ep20.0_cfd35,45,15,2.0,20.0,35,13000.0,12907.89,3.4037,2300.27,4319.19,14701.16,4258.61,1000.0,19959.77,6959.77,53.54,314,198,105,11,41,5166.5,0,0,0,,0.0
mf35_ef20_mp0.75_ep12.5_cfd40,35,20,0.75,12.5,40,13000.0,12503.75,3.3469,2376.55,4319.19,14456.03,4028.79,1474.51,19959.32,6959.32,53.53,314,226,63,25,41,4532.54,3,3,0,100.0,474.51
