label,mf_thresh,ef_thresh,mf_extra_pct,ef_extra_pct,cfd_entry_thresh,total_injected_usd,total_gold_deployed,final_oz,avg_cost_usd,last_price,gold_value_usd,dca_cash_usd,cfd_capital_usd,total_assets_usd,total_return_usd,return_pct,n_buys,n_weekly_buys,n_mod_fear_buys,n_ext_fear_buys,n_sells,total_sell_proceeds,cfd_n_trades,cfd_n_tp,cfd_n_sl,cfd_win_rate_pct,cfd_pnl_usd
mf40_ef20_mp2.00_ep17.5_cfd40,40,20,2.0,17.5,40,13000.0,14753.23,3.9378,2400.75,4319.19,17008.3,2427.84,1474.51,20910.65,7910.65,60.85,314,212,77,25,41,5181.07,3,3,0,100.0,474.51
mf35_ef20_mp1.50_ep20.0_cfd25,35,20,1.5,20.0,25,13000.0,14559.75,3.9126,2433.07,4319.19,16899.3,2322.94,1680.83,20903.07,7903.07,60.79,314,226,63,25,41,4882.69,16,7,8,43.8,680.83
mf35_ef20_mp1.00_ep20.0_cfd35,35,20,1.0,20.0,35,13000.0,14325.81,3.8429,2437.28,4319.19,16598.06,2469.37,1835.91,20903.34,7903.34,60.79,314,226,63,25,41,4795.18,4,4,0,100.0,835.91
mf40_ef20_mp0.75_ep20.0_cfd35,40,20,0.75,20.0,35,13000.0,14350.56,3.8346,2433.43,4319.19,16562.53,2497.79,1835.91,20896.23,7896.23,60.74,314,212,77,25,41,4848.36,4,4,0,100.0,835.91
mf40_ef20_mp2.00_ep12.5_cfd30,40,20,2.0,12.5,30,13000.0,13803.22,3.6807,2364.18,4319.19,15897.64,3275.33,1721.79,20894.76,7894.76,60.73,314,212,77,25,41,5078.55,6,4,2,66.7,721.79
mf40_ef20_mp1.00_ep20.0_cfd30,40,20,1.0,20.0,30,13000.0,14517.14,3.8792,2429.46,4319.19,16755.17,2407.38,1721.79,20884.34,7884.34,60.65,314,212,77,25,41,4924.52,6,4,2,66.7,721.79
mf45_ef20_mp1.50_ep17.5_cfd40,45,20,1.5,17.5,40,13000.0,14708.86,3.93,2401.6,4319.19,16974.21,2422.88,1474.51,20871.6,7871.6,60.55,314,198,91,25,41,5131.74,3,3,0,100.0,474.51
mf45_ef20_mp2.00_ep12.5_cfd40,45,20,2.0,12.5,40,13000.0,14247.94,3.8051,2362.22,4319.19,16434.88,2959.54,1474.51,20868.93,7868.93,60.53,314,198,91,25,41,5207.49,3,3,0,100.0,474.51
mf35_ef20_mp1.25_ep20.0_cfd30,35,20,1.25,20.0,30,13000.0,14444.32,3.8782,2435.17,4319.19,16750.58,2395.03,1721.79,20867.41,7867.41,60.52,314,226,63,25,41,4839.35,6,4,2,66.7,721.79
mf45_ef20_mp1.25_ep20.0_cfd40,45,20,1.25,20.0,40,13000.0,14902.13,3.9852,2419.9,4319.19,17212.68,2178.69,1474.51,20865.87,7865.87,60.51,314,198,91,25,41,5080.82,3,3,0,100.0,474.51
mf40_ef20_mp1.00_ep17.5_cfd35,40,20,1.0,17.5,35,13000.0,14066.65,3.7546,2413.14,4319.19,16216.92,2813.93,1835.91,20866.75,7866.75,60.51,314,212,77,25,41,4880.58,4,4,0,100.0,835.91
mf45_ef20_mp0.75_ep20.0_cfd30,45,20,0.75,20.0,30,13000.0,14494.19,3.8748,2429.92,4319.19,16736.03,2405.35,1721.79,20863.18,7863.18,60.49,314,198,91,25,41,4899.55,6,4,2,66.7,721.79
mf45_ef20_mp1.00_ep17.5_cfd30,45,20,1.0,17.5,30,13000.0,14272.69,3.8122,2409.67,4319.19,16465.75,2675.69,1721.79,20863.23,7863.23,60.49,314,198,91,25,41,4948.38,6,4,2,66.7,721.79
mf40_ef20_mp1.25_ep17.5_cfd30,40,20,1.25,17.5,30,13000.0,14246.68,3.8027,2409.94,4319.19,16424.48,2711.77,1721.79,20858.04,7858.04,60.45,314,212,77,25,41,4958.45,6,4,2,66.7,721.79
mf45_ef20_mp1.25_ep15.0_cfd30,45,20,1.25,15.0,30,13000.0,14023.17,3.744,2388.41,4319.19,16171.21,2964.04,1721.79,20857.04,7857.04,60.44,314,198,91,25,41,4987.21,6,4,2,66.7,721.79
mf40_ef20_mp2.00_ep12.5_cfd25,40,20,2.0,12.5,25,13000.0,13803.22,3.6807,2364.18,4319.19,15897.64,3275.33,1680.83,20853.8,7853.8,60.41,314,212,77,25,41,5078.55,16,7,8,43.8,680.83
mf35_ef20_mp1.25_ep17.5_cfd35,35,20,1.25,17.5,35,13000.0,13997.51,3.7546,2418.81,4319.19,16216.85,2799.33,1835.91,20852.09,7852.09,60.4,314,226,63,25,41,4796.84,4,4,0,100.0,835.91
mf35_ef20_mp2.00_ep15.0_cfd30,35,20,2.0,15.0,30,13000.0,13914.48,3.7404,2396.29,4319.19,16155.32,2971.24,1721.79,20848.35,7848.35,60.37,314,226,63,25,41,4885.72,6,4,2,66.7,721.79
mf35_ef20_mp2.00_ep20.0_cfd40,35,20,2.0,20.0,40,13000.0,14781.79,3.979,2428.94,4319.19,17185.86,2185.23,1474.51,20845.6,7845.6,60.35,314,226,63,25,41,4967.01,3,3,0,100.0,474.51
mf40_ef20_mp1.00_ep20.0_cfd25,40,20,1.0,20.0,25,13000.0,14517.14,3.8792,2429.46,4319.19,16755.17,2407.38,1680.83,20843.38,7843.38,60.33,314,212,77,25,41,4924.52,16,7,8,43.8,680.83
mf45_ef20_mp0.75_ep17.5_cfd35,45,20,0.75,17.5,35,13000.0,14040.73,3.7497,2413.81,4319.19,16195.46,2811.96,1835.91,20843.33,7843.33,60.33,314,198,91,25,41,4852.7,4,4,0,100.0,835.91
mf45_ef20_mp1.50_ep12.5_cfd30,45,20,1.5,12.5,30,13000.0,13742.15,3.6693,2366.25,4319.19,15848.4,3271.18,1721.79,20841.37,7841.37,60.32,314,198,91,25,41,5013.32,6,4,2,66.7,721.79
mf40_ef20_mp2.00_ep10.0_cfd35,40,20,2.0,10.0,35,13000.0,13207.59,3.5232,2340.88,4319.19,15217.58,3786.9,1835.91,20840.38,7840.38,60.31,314,212,77,25,41,4994.49,4,4,0,100.0,835.91
mf40_ef20_mp1.50_ep20.0_cfd40,40,20,1.5,20.0,40,13000.0,14835.42,3.9644,2421.8,4319.19,17123.14,2236.56,1474.51,20834.2,7834.2,60.26,314,212,77,25,41,5071.98,3,3,0,100.0,474.51
mf45_ef20_mp1.00_ep15.0_cfd35,45,20,1.0,15.0,35,13000.0,13773.18,3.6768,2391.47,4319.19,15880.66,3115.68,1835.91,20832.25,7832.25,60.25,314,198,91,25,41,4888.86,4,4,0,100.0,835.91
mf40_ef20_mp1.25_ep15.0_cfd35,40,20,1.25,15.0,35,13000.0,13745.58,3.6665,2391.08,4319.19,15836.38,3157.1,1835.91,20829.39,7829.39,60.23,314,212,77,25,41,4902.68,4,4,0,100.0,835.91
mf35_ef20_mp1.25_ep20.0_cfd25,35,20,1.25,20.0,25,13000.0,14444.32,3.8782,2435.17,4319.19,16750.58,2395.03,1680.83,20826.44,7826.44,60.2,314,226,63,25,41,4839.35,16,7,8,43.8,680.83
mf40_ef20_mp1.50_ep15.0_cfd30,40,20,1.5,15.0,30,13000.0,13941.33,3.7186,2388.7,4319.19,16061.38,3042.0,1721.79,20825.17,7825.17,60.19,314,212,77,25,41,4983.32,6,4,2,66.7,721.79
mf35_ef20_mp0.75_ep20.0_cfd35,35,20,0.75,20.0,35,13000.0,14204.08,3.8066,2439.42,4319.19,16441.57,2546.04,1835.91,20823.52,7823.52,60.18,314,226,63,25,41,4750.12,4,4,0,100.0,835.91
mf45_ef20_mp0.75_ep20.0_cfd25,45,20,0.75,20.0,25,13000.0,14494.19,3.8748,2429.92,4319.19,16736.03,2405.35,1680.83,20822.21,7822.21,60.17,314,198,91,25,41,4899.55,16,7,8,43.8,680.83
mf45_ef20_mp1.00_ep17.5_cfd25,45,20,1.0,17.5,25,13000.0,14272.69,3.8122,2409.67,4319.19,16465.75,2675.69,1680.83,20822.27,7822.27,60.17,314,198,91,25,41,4948.38,16,7,8,43.8,680.83
mf35_ef20_mp1.50_ep17.5_cfd30,35,20,1.5,17.5,30,13000.0,14128.32,3.793,2417.27,4319.19,16382.9,2714.71,1721.79,20819.4,7819.4,60.15,314,226,63,25,41,4843.03,6,4,2,66.7,721.79
mf40_ef20_mp1.25_ep17.5_cfd25,40,20,1.25,17.5,25,13000.0,14246.68,3.8027,2409.94,4319.19,16424.48,2711.77,1680.83,20817.08,7817.08,60.13,314,212,77,25,41,4958.45,16,7,8,43.8,680.83
mf45_ef20_mp1.25_ep15.0_cfd25,45,20,1.25,15.0,25,13000.0,14023.17,3.744,2388.41,4319.19,16171.21,2964.04,1680.83,20816.07,7816.07,60.12,314,198,91,25,41,4987.21,16,7,8,43.8,680.83
mf35_ef20_mp2.00_ep12.5_cfd35,35,20,2.0,12.5,35,13000.0,13375.02,3.5961,2374.91,4319.19,15532.24,3446.03,1835.91,20814.18,7814.18,60.11,314,226,63,25,41,4821.05,4,4,0,100.0,835.91
mf45_ef20_mp1.25_ep12.5_cfd35,45,20,1.25,12.5,35,13000.0,13471.15,3.5966,2368.24,4319.19,15534.24,3439.55,1835.91,20809.69,7809.69,60.07,314,198,91,25,41,4910.71,4,4,0,100.0,835.91
mf35_ef20_mp2.00_ep15.0_cfd25,35,20,2.0,15.0,25,13000.0,13914.48,3.7404,2396.29,4319.19,16155.32,2971.24,1680.83,20807.39,7807.39,60.06,314,226,63,25,41,4885.72,16,7,8,43.8,680.83
mf45_ef20_mp1.50_ep12.5_cfd25,45,20,1.5,12.5,25,13000.0,13742.15,3.6693,2366.25,4319.19,15848.4,3271.18,1680.83,20800.41,7800.41,60.0,314,198,91,25,41,5013.32,16,7,8,43.8,680.83
mf35_ef20_mp1.50_ep15.0_cfd35,35,20,1.5,15.0,35,13000.0,13628.39,3.6573,2398.15,4319.19,15796.73,3160.35,1835.91,20792.99,7792.99,59.95,314,226,63,25,41,4788.74,4,4,0,100.0,835.91
mf35_ef20_mp1.00_ep20.0_cfd30,35,20,1.0,20.0,30,13000.0,14325.81,3.8429,2437.28,4319.19,16598.06,2469.37,1721.79,20789.22,7789.22,59.92,314,226,63,25,41,4795.18,6,4,2,66.7,721.79
mf40_ef20_mp2.00_ep15.0_cfd40,40,20,2.0,15.0,40,13000.0,14313.07,3.8175,2384.08,4319.19,16488.51,2824.87,1474.51,20787.89,7787.89,59.91,314,212,77,25,41,5137.93,3,3,0,100.0,474.51
mf40_ef20_mp1.50_ep15.0_cfd25,40,20,1.5,15.0,25,13000.0,13941.33,3.7186,2388.7,4319.19,16061.38,3042.0,1680.83,20784.2,7784.2,59.88,314,212,77,25,41,4983.32,16,7,8,43.8,680.83
mf40_ef20_mp0.75_ep20.0_cfd30,40,20,0.75,20.0,30,13000.0,14350.56,3.8346,2433.43,4319.19,16562.53,2497.79,1721.79,20782.12,7782.12,59.86,314,212,77,25,41,4848.36,6,4,2,66.7,721.79
mf40_ef20_mp1.50_ep12.5_cfd35,40,20,1.5,12.5,35,13000.0,13382.48,3.5691,2367.23,4319.19,15415.45,3529.16,1835.91,20780.51,7780.51,59.85,314,212,77,25,41,4911.64,4,4,0,100.0,835.91
mf35_ef20_mp1.50_ep17.5_cfd25,35,20,1.5,17.5,25,13000.0,14128.32,3.793,2417.27,4319.19,16382.9,2714.71,1680.83,20778.44,7778.44,59.83,314,226,63,25,41,4843.03,16,7,8,43.8,680.83
mf45_ef20_mp1.50_ep10.0_cfd35,45,20,1.5,10.0,35,13000.0,13129.25,3.5076,2344.25,4319.19,15149.93,3784.88,1835.91,20770.72,7770.72,59.77,314,198,91,25,41,4914.13,4,4,0,100.0,835.91
mf35_ef20_mp1.00_ep17.5_cfd35,35,20,1.0,17.5,35,13000.0,13862.9,3.7151,2420.36,4319.19,16046.16,2886.64,1835.91,20768.71,7768.71,59.76,314,226,63,25,41,4749.54,4,4,0,100.0,835.91
mf40_ef20_mp0.75_ep17.5_cfd35,40,20,0.75,17.5,35,13000.0,13880.57,3.7049,2416.41,4319.19,16002.33,2920.12,1835.91,20758.35,7758.35,59.68,314,212,77,25,41,4800.69,4,4,0,100.0,835.91
mf40_ef20_mp1.00_ep17.5_cfd30,40,20,1.0,17.5,30,13000.0,14066.65,3.7546,2413.14,4319.19,16216.92,2813.93,1721.79,20752.64,7752.64,59.64,314,212,77,25,41,4880.58,6,4,2,66.7,721.79
mf35_ef20_mp1.00_ep20.0_cfd25,35,20,1.0,20.0,25,13000.0,14325.81,3.8429,2437.28,4319.19,16598.06,2469.37,1680.83,20748.26,7748.26,59.6,314,226,63,25,41,4795.18,16,7,8,43.8,680.83
mf45_ef20_mp1.25_ep17.5_cfd40,45,20,1.25,17.5,40,13000.0,14495.23,3.8723,2405.6,4319.19,16725.14,2546.11,1474.51,20745.76,7745.76,59.58,314,198,91,25,41,5041.34,3,3,0,100.0,474.51
mf45_ef20_mp1.50_ep15.0_cfd40,45,20,1.5,15.0,40,13000.0,14262.44,3.8084,2385.37,4319.19,16449.37,2819.95,1474.51,20743.83,7743.83,59.57,314,198,91,25,41,5082.39,3,3,0,100.0,474.51
mf45_ef20_mp1.00_ep20.0_cfd40,45,20,1.0,20.0,40,13000.0,14702.14,3.9311,2424.85,4319.19,16978.97,2289.2,1474.51,20742.68,7742.68,59.56,314,198,91,25,41,4991.34,3,3,0,100.0,474.51
mf40_ef20_mp0.75_ep20.0_cfd25,40,20,0.75,20.0,25,13000.0,14350.56,3.8346,2433.43,4319.19,16562.53,2497.79,1680.83,20741.16,7741.16,59.55,314,212,77,25,41,4848.36,16,7,8,43.8,680.83
mf35_ef20_mp1.25_ep17.5_cfd30,35,20,1.25,17.5,30,13000.0,13997.51,3.7546,2418.81,4319.19,16216.85,2799.33,1721.79,20737.97,7737.97,59.52,314,226,63,25,41,4796.84,6,4,2,66.7,721.79
mf40_ef20_mp1.25_ep20.0_cfd40,40,20,1.25,20.0,40,13000.0,14678.69,3.9225,2425.59,4319.19,16941.95,2320.35,1474.51,20736.81,7736.81,59.51,314,212,77,25,41,4999.04,3,3,0,100.0,474.51
mf35_ef20_mp2.00_ep17.5_cfd40,35,20,2.0,17.5,40,13000.0,14379.15,3.8669,2414.21,4319.19,16701.85,2553.19,1474.51,20729.55,7729.55,59.46,314,226,63,25,41,4932.34,3,3,0,100.0,474.51
mf45_ef20_mp0.75_ep17.5_cfd30,45,20,0.75,17.5,30,13000.0,14040.73,3.7497,2413.81,4319.19,16195.46,2811.96,1721.79,20729.21,7729.21,59.46,314,198,91,25,41,4852.7,6,4,2,66.7,721.79
mf40_ef20_mp2.00_ep10.0_cfd30,40,20,2.0,10.0,30,13000.0,13207.59,3.5232,2340.88,4319.19,15217.58,3786.9,1721.79,20726.27,7726.27,59.43,314,212,77,25,41,4994.49,6,4,2,66.7,721.79
mf45_ef20_mp1.00_ep15.0_cfd30,45,20,1.0,15.0,30,13000.0,13773.18,3.6768,2391.47,4319.19,15880.66,3115.68,1721.79,20718.13,7718.13,59.37,314,198,91,25,41,4888.86,6,4,2,66.7,721.79
mf40_ef20_mp1.25_ep15.0_cfd30,40,20,1.25,15.0,30,13000.0,13745.58,3.6665,2391.08,4319.19,15836.38,3157.1,1721.79,20715.27,7715.27,59.35,314,212,77,25,41,4902.68,6,4,2,66.7,721.79
mf40_ef20_mp1.00_ep15.0_cfd35,40,20,1.0,15.0,35,13000.0,13542.75,3.6125,2393.52,4319.19,15603.17,3276.85,1835.91,20715.93,7715.93,59.35,314,212,77,25,41,4819.61,4,4,0,100.0,835.91
mf45_ef20_mp2.00_ep10.0_cfd40,45,20,2.0,10.0,40,13000.0,13706.45,3.6622,2342.33,4319.19,15817.55,3421.15,1474.51,20713.21,7713.21,59.33,314,198,91,25,41,5127.6,3,3,0,100.0,474.51
mf40_ef20_mp1.50_ep17.5_cfd40,40,20,1.5,17.5,40,13000.0,14420.94,3.8492,2406.82,4319.19,16625.35,2613.49,1474.51,20713.34,7713.34,59.33,314,212,77,25,41,5034.42,3,3,0,100.0,474.51
mf40_ef20_mp1.00_ep17.5_cfd25,40,20,1.0,17.5,25,13000.0,14066.65,3.7546,2413.14,4319.19,16216.92,2813.93,1680.83,20711.67,7711.67,59.32,314,212,77,25,41,4880.58,16,7,8,43.8,680.83
mf35_ef20_mp0.75_ep20.0_cfd30,35,20,0.75,20.0,30,13000.0,14204.08,3.8066,2439.42,4319.19,16441.57,2546.04,1721.79,20709.4,7709.4,59.3,314,226,63,25,41,4750.12,6,4,2,66.7,721.79
mf35_ef20_mp1.25_ep15.0_cfd35,35,20,1.25,15.0,35,13000.0,13478.59,3.6139,2399.09,4319.19,15609.26,3259.55,1835.91,20704.71,7704.71,59.27,314,226,63,25,41,4738.13,4,4,0,100.0,835.91
mf35_ef20_mp2.00_ep12.5_cfd30,35,20,2.0,12.5,30,13000.0,13375.02,3.5961,2374.91,4319.19,15532.24,3446.03,1721.79,20700.06,7700.06,59.23,314,226,63,25,41,4821.05,6,4,2,66.7,721.79
mf35_ef20_mp1.25_ep17.5_cfd25,35,20,1.25,17.5,25,13000.0,13997.51,3.7546,2418.81,4319.19,16216.85,2799.33,1680.83,20697.01,7697.01,59.21,314,226,63,25,41,4796.84,16,7,8,43.8,680.83
mf35_ef20_mp1.50_ep20.0_cfd40,35,20,1.5,20.0,40,13000.0,14559.75,3.9126,2433.07,4319.19,16899.3,2322.94,1474.51,20696.75,7696.75,59.21,314,226,63,25,41,4882.69,3,3,0,100.0,474.51
mf45_ef20_mp1.25_ep12.5_cfd30,45,20,1.25,12.5,30,13000.0,13471.15,3.5966,2368.24,4319.19,15534.24,3439.55,1721.79,20695.58,7695.58,59.2,314,198,91,25,41,4910.71,6,4,2,66.7,721.79
mf45_ef20_mp0.75_ep15.0_cfd35,45,20,0.75,15.0,35,13000.0,13511.82,3.6064,2394.57,4319.19,15576.93,3275.33,1835.91,20688.16,7688.16,59.14,314,198,91,25,41,4787.14,4,4,0,100.0,835.91
mf45_ef20_mp0.75_ep17.5_cfd25,45,20,0.75,17.5,25,13000.0,14040.73,3.7497,2413.81,4319.19,16195.46,2811.96,1680.83,20688.25,7688.25,59.14,314,198,91,25,41,4852.7,16,7,8,43.8,680.83
mf40_ef20_mp2.00_ep10.0_cfd25,40,20,2.0,10.0,25,13000.0,13207.59,3.5232,2340.88,4319.19,15217.58,3786.9,1680.83,20685.31,7685.31,59.12,314,212,77,25,41,4994.49,16,7,8,43.8,680.83
mf35_ef20_mp0.75_ep17.5_cfd35,35,20,0.75,17.5,35,13000.0,13724.31,3.6744,2421.94,4319.19,15870.61,2976.74,1835.91,20683.26,7683.26,59.1,314,226,63,25,41,4701.05,4,4,0,100.0,835.91
mf35_ef20_mp1.50_ep15.0_cfd30,35,20,1.5,15.0,30,13000.0,13628.39,3.6573,2398.15,4319.19,15796.73,3160.35,1721.79,20678.88,7678.88,59.07,314,226,63,25,41,4788.74,6,4,2,66.7,721.79
mf45_ef20_mp1.00_ep15.0_cfd25,45,20,1.0,15.0,25,13000.0,13773.18,3.6768,2391.47,4319.19,15880.66,3115.68,1680.83,20677.17,7677.17,59.06,314,198,91,25,41,4888.86,16,7,8,43.8,680.83
mf40_ef20_mp1.25_ep15.0_cfd25,40,20,1.25,15.0,25,13000.0,13745.58,3.6665,2391.08,4319.19,15836.38,3157.1,1680.83,20674.31,7674.31,59.03,314,212,77,25,41,4902.68,16,7,8,43.8,680.83
mf35_ef20_mp0.75_ep20.0_cfd25,35,20,0.75,20.0,25,13000.0,14204.08,3.8066,2439.42,4319.19,16441.57,2546.04,1680.83,20668.44,7668.44,58.99,314,226,63,25,41,4750.12,16,7,8,43.8,680.83
mf40_ef20_mp1.50_ep12.5_cfd30,40,20,1.5,12.5,30,13000.0,13382.48,3.5691,2367.23,4319.19,15415.45,3529.16,1721.79,20666.39,7666.39,58.97,314,212,77,25,41,4911.64,6,4,2,66.7,721.79
mf35_ef20_mp2.00_ep12.5_cfd25,35,20,2.0,12.5,25,13000.0,13375.02,3.5961,2374.91,4319.19,15532.24,3446.03,1680.83,20659.1,7659.1,58.92,314,226,63,25,41,4821.05,16,7,8,43.8,680.83
mf40_ef20_mp1.25_ep12.5_cfd35,40,20,1.25,12.5,35,13000.0,13159.75,3.5099,2368.81,4319.19,15160.0,3663.98,1835.91,20659.89,7659.89,58.92,314,212,77,25,41,4823.73,4,4,0,100.0,835.91
mf45_ef20_mp1.00_ep12.5_cfd35,45,20,1.0,12.5,35,13000.0,13186.99,3.5203,2370.21,4319.19,15204.81,3617.0,1835.91,20657.71,7657.71,58.91,314,198,91,25,41,4803.99,4,4,0,100.0,835.91
mf45_ef20_mp1.50_ep10.0_cfd30,45,20,1.5,10.0,30,13000.0,13129.25,3.5076,2344.25,4319.19,15149.93,3784.88,1721.79,20656.6,7656.6,58.9,314,198,91,25,41,4914.13,6,4,2,66.7,721.79
mf35_ef20_mp1.00_ep17.5_cfd30,35,20,1.0,17.5,30,13000.0,13862.9,3.7151,2420.36,4319.19,16046.16,2886.64,1721.79,20654.59,7654.59,58.88,314,226,63,25,41,4749.54,6,4,2,66.7,721.79
mf45_ef20_mp1.25_ep12.5_cfd25,45,20,1.25,12.5,25,13000.0,13471.15,3.5966,2368.24,4319.19,15534.24,3439.55,1680.83,20654.62,7654.62,58.88,314,198,91,25,41,4910.71,16,7,8,43.8,680.83
mf40_ef20_mp2.00_ep12.5_cfd40,40,20,2.0,12.5,40,13000.0,13803.22,3.6807,2364.18,4319.19,15897.64,3275.33,1474.51,20647.48,7647.48,58.83,314,212,77,25,41,5078.55,3,3,0,100.0,474.51
mf40_ef20_mp0.75_ep17.5_cfd30,40,20,0.75,17.5,30,13000.0,13880.57,3.7049,2416.41,4319.19,16002.33,2920.12,1721.79,20644.24,7644.24,58.8,314,212,77,25,41,4800.69,6,4,2,66.7,721.79
mf40_ef20_mp1.00_ep20.0_cfd40,40,20,1.0,20.0,40,13000.0,14517.14,3.8792,2429.46,4319.19,16755.17,2407.38,1474.51,20637.06,7637.06,58.75,314,212,77,25,41,4924.52,3,3,0,100.0,474.51
mf35_ef20_mp1.50_ep15.0_cfd25,35,20,1.5,15.0,25,13000.0,13628.39,3.6573,2398.15,4319.19,15796.73,3160.35,1680.83,20637.91,7637.91,58.75,314,226,63,25,41,4788.74,16,7,8,43.8,680.83
mf35_ef20_mp2.00_ep10.0_cfd35,35,20,2.0,10.0,35,13000.0,12742.85,3.4294,2349.87,4319.19,14812.43,3986.04,1835.91,20634.37,7634.37,58.73,314,226,63,25,41,4728.88,4,4,0,100.0,835.91
mf35_ef20_mp1.50_ep12.5_cfd35,35,20,1.5,12.5,35,13000.0,13044.71,3.5015,2375.5,4319.19,15123.73,3667.45,1835.91,20627.08,7627.08,58.67,314,226,63,25,41,4712.16,4,4,0,100.0,835.91
mf40_ef20_mp1.50_ep12.5_cfd25,40,20,1.5,12.5,25,13000.0,13382.48,3.5691,2367.23,4319.19,15415.45,3529.16,1680.83,20625.43,7625.43,58.66,314,212,77,25,41,4911.64,16,7,8,43.8,680.83
mf35_ef20_mp1.25_ep20.0_cfd40,35,20,1.25,20.0,40,13000.0,14444.32,3.8782,2435.17,4319.19,16750.58,2395.03,1474.51,20620.13,7620.13,58.62,314,226,63,25,41,4839.35,3,3,0,100.0,474.51
mf45_ef20_mp1.50_ep10.0_cfd25,45,20,1.5,10.0,25,13000.0,13129.25,3.5076,2344.25,4319.19,15149.93,3784.88,1680.83,20615.64,7615.64,58.58,314,198,91,25,41,4914.13,16,7,8,43.8,680.83
mf45_ef20_mp1.00_ep17.5_cfd40,45,20,1.0,17.5,40,13000.0,14272.69,3.8122,2409.67,4319.19,16465.75,2675.69,1474.51,20615.95,7615.95,58.58,314,198,91,25,41,4948.38,3,3,0,100.0,474.51
mf45_ef20_mp0.75_ep20.0_cfd40,45,20,0.75,20.0,40,13000.0,14494.19,3.8748,2429.92,4319.19,16736.03,2405.35,1474.51,20615.89,7615.89,58.58,314,198,91,25,41,4899.55,3,3,0,100.0,474.51
mf35_ef20_mp1.00_ep15.0_cfd35,35,20,1.0,15.0,35,13000.0,13323.96,3.5692,2400.04,4319.19,15415.95,3362.0,1835.91,20613.86,7613.86,58.57,314,226,63,25,41,4685.96,4,4,0,100.0,835.91
mf35_ef20_mp1.00_ep17.5_cfd25,35,20,1.0,17.5,25,13000.0,13862.9,3.7151,2420.36,4319.19,16046.16,2886.64,1680.83,20613.63,7613.63,58.57,314,226,63,25,41,4749.54,16,7,8,43.8,680.83
mf45_ef20_mp1.25_ep15.0_cfd40,45,20,1.25,15.0,40,13000.0,14023.17,3.744,2388.41,4319.19,16171.21,2964.04,1474.51,20609.75,7609.75,58.54,314,198,91,25,41,4987.21,3,3,0,100.0,474.51
mf40_ef20_mp1.25_ep17.5_cfd40,40,20,1.25,17.5,40,13000.0,14246.68,3.8027,2409.94,4319.19,16424.48,2711.77,1474.51,20610.76,7610.76,58.54,314,212,77,25,41,4958.45,3,3,0,100.0,474.51
mf45_ef20_mp1.25_ep10.0_cfd35,45,20,1.25,10.0,35,13000.0,12817.99,3.4242,2345.13,4319.19,14789.82,3981.93,1835.91,20607.65,7607.65,58.52,314,198,91,25,41,4799.92,4,4,0,100.0,835.91
mf40_ef20_mp0.75_ep17.5_cfd25,40,20,0.75,17.5,25,13000.0,13880.57,3.7049,2416.41,4319.19,16002.33,2920.12,1680.83,20603.28,7603.28,58.49,314,212,77,25,41,4800.69,16,7,8,43.8,680.83
mf40_ef20_mp1.00_ep15.0_cfd30,40,20,1.0,15.0,30,13000.0,13542.75,3.6125,2393.52,4319.19,15603.17,3276.85,1721.79,20601.81,7601.81,58.48,314,212,77,25,41,4819.61,6,4,2,66.7,721.79
mf35_ef20_mp2.00_ep15.0_cfd40,35,20,2.0,15.0,40,13000.0,13914.48,3.7404,2396.29,4319.19,16155.32,2971.24,1474.51,20601.07,7601.07,58.47,314,226,63,25,41,4885.72,3,3,0,100.0,474.51
mf40_ef20_mp0.75_ep15.0_cfd35,40,20,0.75,15.0,35,13000.0,13332.43,3.5565,2396.03,4319.19,15361.25,3401.48,1835.91,20598.63,7598.63,58.45,314,212,77,25,41,4733.92,4,4,0,100.0,835.91
mf45_ef20_mp1.50_ep12.5_cfd40,45,20,1.5,12.5,40,13000.0,13742.15,3.6693,2366.25,4319.19,15848.4,3271.18,1474.51,20594.09,7594.09,58.42,314,198,91,25,41,5013.32,3,3,0,100.0,474.51
mf35_ef20_mp1.25_ep15.0_cfd30,35,20,1.25,15.0,30,13000.0,13478.59,3.6139,2399.09,4319.19,15609.26,3259.55,1721.79,20590.6,7590.6,58.39,314,226,63,25,41,4738.13,6,4,2,66.7,721.79
mf40_ef20_mp1.50_ep10.0_cfd35,40,20,1.5,10.0,35,13000.0,12724.34,3.3952,2342.29,4319.19,14664.59,4084.1,1835.91,20584.6,7584.6,58.34,314,212,77,25,41,4808.45,4,4,0,100.0,835.91
mf40_ef20_mp1.50_ep15.0_cfd40,40,20,1.5,15.0,40,13000.0,13941.33,3.7186,2388.7,4319.19,16061.38,3042.0,1474.51,20577.89,7577.89,58.29,314,212,77,25,41,4983.32,3,3,0,100.0,474.51
mf45_ef20_mp0.75_ep15.0_cfd30,45,20,0.75,15.0,30,13000.0,13511.82,3.6064,2394.57,4319.19,15576.93,3275.33,1721.79,20574.04,7574.04,58.26,314,198,91,25,41,4787.14,6,4,2,66.7,721.79
mf35_ef20_mp1.50_ep17.5_cfd40,35,20,1.5,17.5,40,13000.0,14128.32,3.793,2417.27,4319.19,16382.9,2714.71,1474.51,20572.12,7572.12,58.25,314,226,63,25,41,4843.03,3,3,0,100.0,474.51
